tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,Contract,InternetService,PaymentMethod,PaperlessBilling,Churn
27,51.828559220990904,1511.459090489932,0,1,0,Month-to-month,Fiber optic,Mailed check,0,1
60,98.80776677006256,6021.690992373125,0,1,0,Month-to-month,DSL,Electronic check,1,0
15,30.450525436569226,442.1270057795496,0,0,0,Two year,Fiber optic,Mailed check,0,1
1,115.06000678574586,85.24355599962433,0,0,0,One year,DSL,Mailed check,0,0
16,73.49316443743433,1222.164262670029,0,0,0,Month-to-month,DSL,Credit card (automatic),1,0
29,36.29239984213129,991.9961361510867,0,1,0,Month-to-month,DSL,Electronic check,0,1
12,31.12154829316865,415.7559757564925,0,1,0,Month-to-month,DSL,Mailed check,1,0
12,77.15095321349825,932.0847374849059,0,0,0,Month-to-month,DSL,Mailed check,0,0
42,81.2999443846928,3342.8927978572738,0,1,0,Month-to-month,Fiber optic,Electronic check,0,0
20,23.302577102981076,458.46301641235914,0,1,1,One year,DSL,Credit card (automatic),1,0
54,42.300191412878576,2251.4226364623746,0,0,0,One year,DSL,Mailed check,0,0
39,97.54619212214673,3812.3905049981054,0,1,0,Month-to-month,No,Credit card (automatic),0,0
14,22.96246277435255,324.34979344688634,0,1,0,One year,Fiber optic,Credit card (automatic),0,0
51,103.50886639060361,5211.5864388433665,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
52,83.81624765263335,4341.737703130057,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
51,61.44232593632048,3162.2946385448304,0,0,0,One year,Fiber optic,Electronic check,0,0
29,52.64328489709159,1564.000670613265,1,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
32,19.924896384889397,619.4437819184856,0,1,1,Month-to-month,Fiber optic,Electronic check,1,0
56,100.5214945751843,5652.092228354451,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
51,32.27218539685381,1659.2004652867747,0,1,0,One year,Fiber optic,Credit card (automatic),1,0
8,48.95419918620881,389.0014073018694,0,0,1,Two year,No,Credit card (automatic),1,0
53,74.91069803628038,3993.4609562251294,0,1,0,Month-to-month,No,Credit card (automatic),1,0
0,42.59926000712542,0.0,0,1,0,Month-to-month,DSL,Credit card (automatic),0,0
43,67.71404637522014,2911.752514175732,0,1,0,Two year,Fiber optic,Bank transfer (automatic),0,0
8,98.93428287387023,711.2773011664252,1,1,0,Month-to-month,DSL,Credit card (automatic),1,1
31,65.05379347902749,2013.961332557339,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),0,0
14,112.8977344119596,1651.8196020016942,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),0,1
11,102.75006203763417,1114.2744048693794,0,0,0,Two year,Fiber optic,Bank transfer (automatic),0,0
56,51.30392353633942,2939.271724447518,0,0,0,One year,Fiber optic,Mailed check,0,0
7,57.99621245839378,390.7940837677108,0,1,0,One year,Fiber optic,Electronic check,1,0
71,60.332672702252715,4229.383706839131,0,0,0,One year,Fiber optic,Electronic check,1,0
26,80.61794529245148,2129.336302504526,0,0,1,Month-to-month,DSL,Mailed check,1,0
61,46.67957291885398,2870.650650149472,0,0,1,Month-to-month,Fiber optic,Mailed check,0,0
11,114.92491388225086,1380.1244494165844,0,1,0,One year,No,Bank transfer (automatic),1,0
64,78.8684220603501,4998.614226035752,0,0,0,Month-to-month,DSL,Electronic check,1,1
41,57.940165874113355,2393.367503039913,0,0,1,One year,DSL,Mailed check,1,0
61,82.50098154915673,5052.162037060196,0,1,0,Month-to-month,No,Mailed check,1,0
10,57.54050105297077,628.3142456226475,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
42,99.77956809794189,4217.231806775049,0,1,0,One year,Fiber optic,Bank transfer (automatic),1,0
16,74.78409605517213,1182.1416596713248,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
31,22.1970503406067,634.5549502152348,0,1,0,Month-to-month,No,Mailed check,0,0
39,35.67568674234607,1408.6829275752768,1,1,0,Month-to-month,No,Bank transfer (automatic),1,0
22,104.49939730295347,2317.7077732408275,0,1,0,One year,DSL,Electronic check,0,0
55,74.289982635679,4117.51984607717,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
5,113.0343476513905,550.7000459308972,0,1,1,Month-to-month,Fiber optic,Electronic check,1,1
49,25.24223128606848,1250.776911035397,0,0,0,Month-to-month,DSL,Credit card (automatic),0,1
36,47.52606300859739,1633.7307037138637,0,0,0,Month-to-month,Fiber optic,Mailed check,1,1
63,37.35433732395726,2301.8609390441197,0,1,1,Two year,Fiber optic,Mailed check,1,0
53,73.38402922287362,3936.1300245078723,0,0,1,Month-to-month,No,Bank transfer (automatic),1,0
71,56.279283107990935,4004.8208770709657,0,0,0,Two year,No,Credit card (automatic),1,0
48,33.72735340763932,1642.7039684651331,0,1,1,One year,DSL,Mailed check,1,0
10,82.27519139595469,792.8343269047556,0,1,1,Month-to-month,No,Bank transfer (automatic),0,1
48,71.62983657971864,3401.95951749204,0,1,0,Two year,Fiber optic,Bank transfer (automatic),1,0
20,45.47362512963009,888.2949394826965,0,0,0,One year,DSL,Bank transfer (automatic),1,0
65,65.97713577823778,4300.39804698731,0,0,0,Two year,Fiber optic,Bank transfer (automatic),0,0
62,92.57383150411894,5773.87342603751,0,0,0,Month-to-month,No,Electronic check,1,0
27,38.52716745506585,1027.7780185426727,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
16,47.29057467017291,673.670073215375,0,1,0,Month-to-month,No,Electronic check,0,0
5,52.611098709411515,283.1073738396062,0,0,1,Month-to-month,Fiber optic,Mailed check,0,0
18,92.67264372010317,1681.4601947179215,0,0,0,Two year,Fiber optic,Credit card (automatic),1,0
55,102.6922599550907,5672.032946441143,0,1,0,One year,DSL,Bank transfer (automatic),0,1
27,55.638849644161084,1545.0738465048375,0,0,1,One year,DSL,Mailed check,0,0
65,47.66208618339182,3136.913526450433,0,1,0,Two year,Fiber optic,Bank transfer (automatic),1,0
37,106.94467583516771,4024.9937172915143,0,0,0,Two year,Fiber optic,Mailed check,1,1
36,117.93649321926787,4247.134642396038,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
67,85.0353639661799,5675.772999776062,0,0,0,One year,Fiber optic,Credit card (automatic),1,0
48,116.99806149891808,5667.948993986675,0,1,1,One year,No,Electronic check,0,0
42,83.99662778019099,3573.276169535133,0,0,0,Month-to-month,DSL,Credit card (automatic),0,0
35,91.34602720078249,3185.468367345328,0,0,1,Two year,Fiber optic,Mailed check,1,0
57,56.86560015435136,3296.633499991897,0,1,0,Two year,Fiber optic,Credit card (automatic),1,0
12,61.29675469990535,739.2874800644188,1,1,1,One year,DSL,Credit card (automatic),0,0
51,32.413566398939516,1716.9080371953785,0,1,0,Month-to-month,No,Credit card (automatic),0,1
57,100.27500147651232,5802.135841325013,0,0,0,One year,Fiber optic,Bank transfer (automatic),0,0
31,111.10590308872001,3576.3365832350632,0,1,1,Month-to-month,DSL,Bank transfer (automatic),1,0
59,80.34381336941121,4743.396858414777,0,1,0,Month-to-month,No,Credit card (automatic),0,0
57,52.36473084453985,3055.5612008914786,0,0,0,Month-to-month,No,Mailed check,0,0
55,33.401632537436626,1879.7821040503673,0,1,0,Month-to-month,No,Credit card (automatic),1,0
27,44.515622970531496,1249.2699009453002,0,1,0,Month-to-month,Fiber optic,Mailed check,1,0
0,43.54104208518433,21.22159343904494,0,1,1,One year,No,Credit card (automatic),0,0
41,79.3527884163573,3301.0195530623655,1,0,1,Month-to-month,DSL,Bank transfer (automatic),1,1
47,112.50374653636044,5218.971874029133,0,0,0,One year,Fiber optic,Mailed check,0,0
39,22.827188695798146,888.818263368493,0,0,1,Month-to-month,DSL,Electronic check,1,0
62,18.1022299594448,1089.6641791742875,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
71,78.01819443143256,5502.435975351711,0,0,0,One year,No,Bank transfer (automatic),1,0
3,46.40604620797153,67.44303389703722,0,0,0,One year,No,Credit card (automatic),1,0
37,106.05483423389569,3897.6931470019745,0,0,0,One year,No,Electronic check,1,0
26,50.7250307905817,1310.1432751988461,0,1,0,Month-to-month,Fiber optic,Mailed check,0,0
8,46.973760052888935,385.00554589677404,0,0,0,Month-to-month,No,Electronic check,1,0
15,44.95106212182973,673.6445079064616,0,0,1,One year,Fiber optic,Credit card (automatic),1,0
55,32.48528272682441,1839.3074854194674,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,1
30,76.15304742771106,2239.7913000816693,0,0,0,Month-to-month,Fiber optic,Electronic check,0,0
13,34.821360233421004,355.4948466486619,0,1,0,Month-to-month,Fiber optic,Mailed check,0,0
24,60.463115979029084,1477.6873134329282,0,0,0,Month-to-month,DSL,Mailed check,0,1
33,64.09720522556489,2112.8713532879938,0,0,0,Month-to-month,No,Bank transfer (automatic),1,0
66,20.049204687797445,1319.8729657137624,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
23,19.68072798211425,417.0174996521941,0,1,0,Month-to-month,No,Bank transfer (automatic),1,1
25,70.02126887568292,1795.9885737027937,0,1,0,One year,Fiber optic,Electronic check,1,1
19,87.60347322291322,1643.5127539946752,0,0,1,Month-to-month,DSL,Credit card (automatic),0,1
63,112.21424822804046,7025.3189711720715,0,1,1,Two year,DSL,Mailed check,1,0
9,35.91192841569551,406.9204083426056,0,0,0,Month-to-month,No,Credit card (automatic),0,0
66,28.325880943608254,1904.0868440552451,0,1,0,Month-to-month,DSL,Credit card (automatic),0,0
23,23.20879069271509,531.7942703126727,0,1,0,Month-to-month,Fiber optic,Electronic check,0,1
4,61.60415829129502,124.35453035988914,0,0,1,One year,DSL,Bank transfer (automatic),1,0
66,80.31473673359568,5289.001393189783,0,1,0,One year,Fiber optic,Electronic check,1,1
57,102.05533567512641,5816.0732991374225,0,1,0,One year,DSL,Mailed check,1,0
26,86.26448822931313,2316.060794060747,0,0,0,Two year,DSL,Bank transfer (automatic),0,0
14,38.836078907485735,456.206228065702,0,0,1,One year,Fiber optic,Credit card (automatic),1,0
34,64.1770366396279,2260.032085856577,0,1,0,Two year,DSL,Electronic check,0,0
52,109.03463463086553,5691.647657010559,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
43,50.67410624773712,2118.6074257417795,0,1,0,Month-to-month,Fiber optic,Electronic check,1,1
25,67.87303650919316,1742.9167045274023,0,1,0,Month-to-month,Fiber optic,Mailed check,1,1
46,113.85653346436968,5225.206883509639,1,0,1,One year,Fiber optic,Mailed check,0,1
33,91.47080055736977,2935.4425427051683,0,1,1,Month-to-month,Fiber optic,Electronic check,1,1
49,92.7740385641692,4523.706912174519,0,0,1,One year,No,Mailed check,0,0
11,43.23340044132276,488.3127563304035,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
3,59.46981183051282,181.5062953536766,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
47,26.23421630967217,1265.1820738151523,0,1,0,Month-to-month,No,Electronic check,1,1
54,78.65258670505337,4302.111212514934,0,1,0,Month-to-month,No,Credit card (automatic),0,1
0,28.373016454249417,0.0,0,0,1,Month-to-month,Fiber optic,Electronic check,0,0
65,101.59095822059548,6602.367065815574,0,0,0,Month-to-month,No,Bank transfer (automatic),0,0
29,99.45537870199968,2853.7081010833326,0,0,0,Month-to-month,DSL,Mailed check,1,0
2,71.36051011223095,80.27451600138896,0,0,1,One year,No,Bank transfer (automatic),0,0
20,32.11660331970297,639.7401066059489,1,0,1,Month-to-month,DSL,Bank transfer (automatic),0,0
48,20.557898319516816,1008.3624285297068,0,1,0,Month-to-month,Fiber optic,Electronic check,0,0
61,97.67086675425725,5982.456727236929,0,1,0,Month-to-month,No,Bank transfer (automatic),0,0
37,78.01404832134268,2866.7591987270016,1,1,0,Two year,DSL,Mailed check,1,0
14,89.09296367478834,1196.9080413770635,1,1,1,Month-to-month,DSL,Electronic check,1,0
51,48.38071257363676,2435.1848595603296,0,0,0,Two year,Fiber optic,Mailed check,1,0
45,68.94827378439146,3008.8307190224714,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
24,92.71741705396504,2165.7528427050324,0,1,0,Two year,DSL,Bank transfer (automatic),1,0
20,64.25633083137996,1229.9954684654658,0,0,0,Month-to-month,Fiber optic,Mailed check,1,0
4,78.13842227687309,354.81893813524886,0,0,0,Month-to-month,Fiber optic,Electronic check,1,0
69,96.97282618079623,6733.345187972783,0,0,0,One year,DSL,Bank transfer (automatic),0,0
46,39.522064526637884,1924.489049632398,0,1,1,Two year,Fiber optic,Credit card (automatic),0,0
67,24.59288893574823,1659.7399003381208,0,1,0,Two year,DSL,Bank transfer (automatic),1,0
17,71.18235108108051,1185.9056671092278,0,1,0,One year,DSL,Bank transfer (automatic),1,0
20,24.212577072009573,484.85013382837957,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
22,94.65572943667533,2073.9647095833247,0,1,1,Month-to-month,No,Electronic check,1,1
63,89.92114476337886,5633.446155376385,0,1,0,Month-to-month,Fiber optic,Electronic check,0,0
66,106.1712671465297,7023.299750733117,0,0,1,Month-to-month,DSL,Bank transfer (automatic),1,0
39,81.95620980339606,3205.9599435149753,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
9,24.719757075237375,218.3487468968171,1,0,0,Month-to-month,No,Electronic check,1,1
51,43.31521254896174,2194.361385282262,0,1,0,Two year,Fiber optic,Credit card (automatic),1,1
71,98.79318445627193,7045.911169777646,1,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
60,34.71324173135878,2055.1074227256377,0,0,0,Month-to-month,No,Credit card (automatic),0,0
63,87.84804678148873,5514.269010863061,1,1,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
4,96.0259330920478,407.85786891659507,0,0,0,Month-to-month,No,Mailed check,1,0
52,51.011179785524114,2703.1553345503294,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
54,50.22974734029085,2758.4132463156043,0,0,0,Month-to-month,DSL,Mailed check,0,1
36,73.78026812091468,2643.110336410976,0,1,0,Two year,DSL,Credit card (automatic),1,0
55,104.12863327547637,5663.857453553116,0,0,1,Month-to-month,Fiber optic,Electronic check,1,0
58,40.390620191348056,2328.18143957339,0,1,1,Month-to-month,Fiber optic,Electronic check,1,1
68,112.12581960424026,7628.23100346177,0,0,0,Month-to-month,Fiber optic,Mailed check,1,0
58,77.91186848201082,4463.177203994723,1,1,0,Month-to-month,DSL,Credit card (automatic),1,1
1,117.21264713522761,101.80784423404322,0,1,0,Month-to-month,No,Credit card (automatic),1,0
64,26.961372399532266,1785.8827858531738,0,1,0,Month-to-month,No,Electronic check,1,1
59,30.65621365067591,1816.0905676710174,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
50,100.66418037134827,5006.179527907503,0,1,1,One year,Fiber optic,Mailed check,1,0
29,104.47558956038492,3031.234042724257,0,1,0,Two year,DSL,Mailed check,0,0
10,62.545868837093394,629.6460275157696,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
38,89.4071176142335,3378.802925258428,0,0,0,One year,Fiber optic,Credit card (automatic),1,1
71,104.75572874455385,7476.275732621654,0,0,0,Month-to-month,Fiber optic,Electronic check,0,0
62,22.312778821882866,1291.972190265973,0,0,0,Month-to-month,Fiber optic,Mailed check,0,0
63,75.39504229932587,4773.475718846059,0,0,0,Month-to-month,Fiber optic,Mailed check,0,1
60,103.34806665264895,6172.226632227855,0,0,1,One year,DSL,Credit card (automatic),1,0
53,57.815494458477495,3116.5064317019724,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
57,48.23836061124268,2685.8544438783015,0,1,0,One year,No,Electronic check,1,0
55,97.57066850948375,5413.315572648883,1,1,1,One year,DSL,Credit card (automatic),0,0
33,51.57865835028362,1662.6323288975875,0,0,1,Two year,DSL,Mailed check,1,0
30,18.31742981845032,565.6221901344654,0,1,0,Month-to-month,Fiber optic,Electronic check,1,1
51,113.95725876290658,5788.57020339246,0,0,0,Month-to-month,DSL,Credit card (automatic),1,1
0,77.21232363510185,56.36048660464702,0,0,1,Month-to-month,Fiber optic,Mailed check,0,0
54,99.95179187100712,5387.842751252379,0,0,0,Two year,Fiber optic,Electronic check,0,0
21,100.53015623427146,2074.9802826840787,0,1,0,One year,DSL,Credit card (automatic),1,0
39,24.64104203727328,1030.9556266940365,0,1,0,Two year,DSL,Mailed check,1,0
0,35.08601993864648,0.0,0,0,1,Month-to-month,DSL,Electronic check,1,0
64,49.11206807596474,3169.2614587944586,1,1,0,Month-to-month,Fiber optic,Electronic check,0,1
62,50.069928504132285,3151.287785719674,0,1,0,Month-to-month,No,Mailed check,1,0
53,83.87861176809129,4401.591783237342,0,0,0,Two year,DSL,Electronic check,1,0
41,80.31329207526848,3313.9422893351966,0,1,1,Two year,Fiber optic,Electronic check,1,0
20,67.45897780098137,1377.038796813017,0,1,0,Month-to-month,No,Bank transfer (automatic),0,0
21,39.126373230876794,744.2799465382031,0,0,1,Month-to-month,DSL,Bank transfer (automatic),0,0
37,56.19834696903034,2095.491802688135,0,0,0,One year,Fiber optic,Bank transfer (automatic),1,0
7,72.35939684651694,488.8202917133669,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
61,64.7985366103942,4033.719907880615,0,1,1,Two year,Fiber optic,Credit card (automatic),0,0
46,30.72925330950784,1456.8516280133272,0,1,0,Month-to-month,No,Bank transfer (automatic),0,1
16,82.95104935019238,1349.1706263987546,0,0,1,Month-to-month,Fiber optic,Electronic check,1,1
16,25.305177681066056,302.81643132004757,0,0,1,One year,DSL,Mailed check,1,0
12,55.81946830810803,692.0829198673289,0,0,1,One year,Fiber optic,Credit card (automatic),1,0
16,89.0029347675229,1385.9982560429748,0,1,1,Month-to-month,DSL,Mailed check,0,0
37,20.002353451970652,783.7635013263999,0,1,1,Two year,DSL,Bank transfer (automatic),0,0
44,74.99828190453161,3291.928535920669,1,0,0,Two year,No,Mailed check,1,0
5,51.45209741432973,231.30619007063854,0,0,0,Month-to-month,Fiber optic,Mailed check,1,0
34,18.883184342273445,620.1973721074947,0,0,0,One year,Fiber optic,Electronic check,1,0
13,37.038327106097185,462.98725931934877,0,1,0,One year,DSL,Electronic check,0,0
71,112.09461932706544,7891.356589355951,0,1,1,Month-to-month,DSL,Mailed check,0,1
60,70.11489055050905,4146.09253158198,0,1,0,Two year,DSL,Electronic check,0,0
14,117.72272046291317,1631.3439022417977,0,1,0,Month-to-month,No,Bank transfer (automatic),1,1
53,70.48167503647412,3813.2856108356686,0,0,1,Month-to-month,No,Bank transfer (automatic),0,0
26,72.39364122902683,1917.9578319552438,0,1,1,Two year,Fiber optic,Mailed check,1,0
12,57.18430129328524,726.4118552105148,0,1,1,Month-to-month,DSL,Credit card (automatic),1,1
30,49.00404187314143,1529.9826613337314,1,0,1,One year,Fiber optic,Mailed check,1,1
34,43.15455531329448,1481.3106597018482,1,0,0,Month-to-month,No,Credit card (automatic),1,0
59,52.342061613067386,3065.3478302754584,0,0,1,Two year,No,Credit card (automatic),0,0
5,63.98510809004321,299.3763516505827,0,1,0,Two year,Fiber optic,Credit card (automatic),0,0
68,37.19919502307901,2488.258320179877,1,0,1,Two year,Fiber optic,Bank transfer (automatic),0,0
